y,x,highway,ref,street_count,junction,railway,geometry
40.5959777,-73.93129,,,4,,,POINT (-73.93129 40.5959777)
40.5957212,-73.9316879,,,3,,,POINT (-73.9316879 40.5957212)
40.5948546,-73.933052,,,3,,,POINT (-73.933052 40.5948546)
40.60957,-74.002665,,,4,,,POINT (-74.002665 40.60957)
40.6087545,-74.0034933,,,4,,,POINT (-74.0034933 40.6087545)
40.6081478,-74.0041101,traffic_signals,,4,,,POINT (-74.0041101 40.6081478)
40.606447,-74.005882,,,4,,,POINT (-74.005882 40.606447)
40.605958,-74.006385,,,4,,,POINT (-74.006385 40.605958)
40.604768,-74.007625,,,4,,,POINT (-74.007625 40.604768)
40.60345,-74.008995,,,4,,,POINT (-74.008995 40.60345)
40.60247,-74.010017,,,3,,,POINT (-74.010017 40.60247)
40.601657,-74.010868,,,3,,,POINT (-74.010868 40.601657)
40.6372966,-73.9682266,traffic_signals,,3,,,POINT (-73.9682266 40.6372966)
40.637615,-73.967532,,,4,,,POINT (-73.967532 40.637615)
40.638031,-73.966663,,,4,,,POINT (-73.966663 40.638031)
40.638441,-73.965792,stop,,4,,,POINT (-73.965792 40.638441)
40.638851,-73.964925,,,4,,,POINT (-73.964925 40.638851)
40.639263,-73.964056,,,4,,,POINT (-73.964056 40.639263)
40.639672,-73.963186,,,4,,,POINT (-73.963186 40.639672)
40.640101,-73.962282,traffic_signals,,4,,,POINT (-73.962282 40.640101)
40.6405239,-73.9613883,traffic_signals,,4,,,POINT (-73.9613883 40.6405239)
40.6414794,-73.959374,traffic_signals,,4,,,POINT (-73.959374 40.6414794)
40.64193,-73.958408,stop,,4,,,POINT (-73.958408 40.64193)
40.642372,-73.957463,traffic_signals,,3,,,POINT (-73.957463 40.642372)
40.6405459,-73.918884,traffic_signals,,4,,,POINT (-73.918884 40.6405459)
40.638682,-73.916809,traffic_signals,,4,,,POINT (-73.916809 40.638682)
40.637007,-73.914943,traffic_signals,,4,,,POINT (-73.914943 40.637007)
40.635508,-73.913278,traffic_signals,,4,,,POINT (-73.913278 40.635508)
40.633857,-73.911437,traffic_signals,,4,,,POINT (-73.911437 40.633857)
40.6334026,-73.9109239,,,3,,,POINT (-73.9109239 40.6334026)
40.632818,-73.91028,,,3,,,POINT (-73.91028 40.632818)
40.631617,-73.908943,,,3,,,POINT (-73.908943 40.631617)
40.6312056,-73.9081837,,,3,,,POINT (-73.9081837 40.6312056)
40.6308344,-73.9073589,traffic_signals,,4,,,POINT (-73.9073589 40.6308344)
40.630458,-73.90652,,,3,,,POINT (-73.90652 40.630458)
40.630091,-73.90571,,,3,,,POINT (-73.90571 40.630091)
40.629709,-73.904854,traffic_signals,,4,,,POINT (-73.904854 40.629709)
40.629539,-73.904481,,,3,,,POINT (-73.904481 40.629539)
40.629337,-73.904038,,,3,,,POINT (-73.904038 40.629337)
40.62897,-73.903222,,,3,,,POINT (-73.903222 40.62897)
40.6285802,-73.9023344,,,4,,,POINT (-73.9023344 40.6285802)
40.628402,-73.901951,,,3,,,POINT (-73.901951 40.628402)
40.628219,-73.901551,,,3,,,POINT (-73.901551 40.628219)
40.6278601,-73.9007422,,,3,,,POINT (-73.9007422 40.6278601)
40.6616849,-73.961437,traffic_signals,,3,,,POINT (-73.961437 40.6616849)
40.6617338,-73.9607734,traffic_signals,,4,,,POINT (-73.9607734 40.6617338)
40.661965,-73.957044,traffic_signals,,4,,,POINT (-73.957044 40.661965)
40.662174,-73.9537,traffic_signals,,4,,,POINT (-73.9537 40.662174)
40.662354,-73.95081,traffic_signals,,4,,,POINT (-73.95081 40.662354)
40.6625334,-73.947915,traffic_signals,,4,,,POINT (-73.947915 40.6625334)
40.6626755,-73.9456247,traffic_signals,,4,,,POINT (-73.9456247 40.6626755)
40.662715,-73.945022,,,3,,,POINT (-73.945022 40.662715)
40.6627696,-73.9442093,,,3,,,POINT (-73.9442093 40.6627696)
40.663021,-73.940029,traffic_signals,,4,,,POINT (-73.940029 40.663021)
40.6631783,-73.9373192,traffic_signals,,4,,,POINT (-73.9373192 40.6631783)
40.663376,-73.934538,traffic_signals,,4,,,POINT (-73.934538 40.663376)
40.6635586,-73.9316057,traffic_signals,,4,,,POINT (-73.9316057 40.6635586)
40.6636455,-73.9307169,traffic_signals,,4,,,POINT (-73.9307169 40.6636455)
40.581513,-73.9599101,,,3,,,POINT (-73.9599101 40.581513)
40.581613,-73.957668,,,3,,,POINT (-73.957668 40.581613)
40.631783,-73.890289,,,3,,,POINT (-73.890289 40.631783)
40.6314876,-73.8902746,stop,,5,,,POINT (-73.8902746 40.6314876)
40.7371418,-73.9569305,,,3,,,POINT (-73.9569305 40.7371418)
40.7372958,-73.9554272,,,4,,,POINT (-73.9554272 40.7372958)
40.7375049,-73.9532044,,,4,,,POINT (-73.9532044 40.7375049)
40.7026073,-73.9925807,,,4,,,POINT (-73.9925807 40.7026073)
40.6587538,-73.9997018,traffic_signals,,4,,,POINT (-73.9997018 40.6587538)
40.673845,-74.010239,,,3,,,POINT (-74.010239 40.673845)
40.6732974,-74.0083369,traffic_signals,,4,,,POINT (-74.0083369 40.6732974)
40.6728017,-74.0066378,,,3,,,POINT (-74.0066378 40.6728017)
40.6723677,-74.0050847,,,3,,,POINT (-74.0050847 40.6723677)
40.6718496,-74.0032316,traffic_signals,,4,,,POINT (-74.0032316 40.6718496)
40.6713102,-74.0012163,stop,,4,,,POINT (-74.0012163 40.6713102)
40.6709791,-73.9999634,,,3,,,POINT (-73.9999634 40.6709791)
40.6493365,-73.8784479,,,3,,,POINT (-73.8784479 40.6493365)
40.6533323,-73.8814206,traffic_signals,,3,,,POINT (-73.8814206 40.6533323)
40.6544438,-73.8822173,traffic_signals,,4,,,POINT (-73.8822173 40.6544438)
40.6562296,-73.8825075,,,4,,,POINT (-73.8825075 40.6562296)
40.657591,-73.883491,traffic_signals,,4,,,POINT (-73.883491 40.657591)
40.659061,-73.884582,,,4,,,POINT (-73.884582 40.659061)
40.662014,-73.886814,traffic_signals,,4,,,POINT (-73.886814 40.662014)
40.6640149,-73.8881809,traffic_signals,,5,,,POINT (-73.8881809 40.6640149)
40.665592,-73.888498,,,4,,,POINT (-73.888498 40.665592)
40.66712,-73.888889,,,4,,,POINT (-73.888889 40.66712)
40.668657,-73.889283,,,4,,,POINT (-73.889283 40.668657)
40.670193,-73.889676,,,4,,,POINT (-73.889676 40.670193)
40.6714498,-73.8899871,,,4,,,POINT (-73.8899871 40.6714498)
40.672717,-73.890316,traffic_signals,,4,,,POINT (-73.890316 40.672717)
40.673983,-73.890639,stop,,4,,,POINT (-73.890639 40.673983)
40.6752243,-73.8909591,,,4,,,POINT (-73.8909591 40.6752243)
40.679741,-73.892115,,,4,,,POINT (-73.892115 40.679741)
40.680569,-73.892328,,,3,,,POINT (-73.892328 40.680569)
40.6495962,-73.967917,traffic_signals,,3,,,POINT (-73.967917 40.6495962)
40.647683,-73.967546,traffic_signals,,4,,,POINT (-73.967546 40.647683)
40.6464459,-73.9673125,,,4,,,POINT (-73.9673125 40.6464459)
40.6440967,-73.9668666,traffic_signals,,4,,,POINT (-73.9668666 40.6440967)
40.6404339,-73.9661749,traffic_signals,,4,,,POINT (-73.9661749 40.6404339)
40.636279,-73.965382,traffic_signals,,4,,,POINT (-73.965382 40.636279)
40.6346827,-73.9650848,,,4,,,POINT (-73.9650848 40.6346827)
40.6332461,-73.96481,traffic_signals,,4,,,POINT (-73.96481 40.6332461)
40.6321123,-73.964598,stop,,4,,,POINT (-73.964598 40.6321123)
40.6297551,-73.9641516,,,4,,,POINT (-73.9641516 40.6297551)
40.5935751,-73.9943872,traffic_signals,,3,,,POINT (-73.9943872 40.5935751)
40.6140406,-73.9739975,traffic_signals,,5,,,POINT (-73.9739975 40.6140406)
40.6131977,-73.9748846,,,4,,,POINT (-73.9748846 40.6131977)
40.6128898,-73.9752136,,,4,,,POINT (-73.9752136 40.6128898)
40.6123359,-73.9757912,,,4,,,POINT (-73.9757912 40.6123359)
40.6117768,-73.9763762,,,4,,,POINT (-73.9763762 40.6117768)
40.6111777,-73.9770054,traffic_signals,,4,,,POINT (-73.9770054 40.6111777)
40.5944009,-73.9953471,,,4,,,POINT (-73.9953471 40.5944009)
40.593992,-73.996194,,,3,,,POINT (-73.996194 40.593992)
40.6021456,-73.9862907,traffic_signals,,3,,,POINT (-73.9862907 40.6021456)
40.602092,-73.986445,,,3,,,POINT (-73.986445 40.602092)
40.601534,-73.987025,,,4,,,POINT (-73.987025 40.601534)
40.600973,-73.987608,traffic_signals,,4,,,POINT (-73.987608 40.600973)
40.600412,-73.988186,traffic_signals,,4,,,POINT (-73.988186 40.600412)
40.599855,-73.988769,traffic_signals,,4,,,POINT (-73.988769 40.599855)
40.599255,-73.989395,traffic_signals,,4,,,POINT (-73.989395 40.599255)
40.5975541,-73.9911624,traffic_signals,,4,,,POINT (-73.9911624 40.5975541)
40.595661,-73.993134,,,4,,,POINT (-73.993134 40.595661)
40.5940094,-73.9948742,traffic_signals,,3,,,POINT (-73.9948742 40.5940094)
40.6769437,-73.8703896,stop,,4,,,POINT (-73.8703896 40.6769437)
40.6756788,-73.8700671,traffic_signals,,4,,,POINT (-73.8700671 40.6756788)
40.6744014,-73.8697501,traffic_signals,,4,,,POINT (-73.8697501 40.6744014)
40.673143,-73.869447,traffic_signals,,4,,,POINT (-73.869447 40.673143)
40.671608,-73.869064,,,4,,,POINT (-73.869064 40.671608)
40.67007,-73.86868,,,4,,,POINT (-73.86868 40.67007)
40.6687315,-73.8683313,traffic_signals,,4,,,POINT (-73.8683313 40.6687315)
40.6670052,-73.8678822,,,4,,,POINT (-73.8678822 40.6670052)
40.6654739,-73.8675278,,,4,,,POINT (-73.8675278 40.6654739)
40.663916,-73.867148,,,4,,,POINT (-73.867148 40.663916)
40.662248,-73.8667,,,3,,,POINT (-73.8667 40.662248)
40.6618899,-73.8664932,,,3,,,POINT (-73.8664932 40.6618899)
40.6606538,-73.8657576,,,3,,,POINT (-73.8657576 40.6606538)
40.689299,-73.874054,traffic_signals,,3,,,POINT (-73.874054 40.689299)
40.688364,-73.873719,,,3,,,POINT (-73.873719 40.688364)
40.687706,-73.873488,,,3,,,POINT (-73.873488 40.687706)
40.687594,-73.873448,,,3,,,POINT (-73.873448 40.687594)
40.686939,-73.873222,traffic_signals,,4,,,POINT (-73.873222 40.686939)
40.686601,-73.873112,,,3,,,POINT (-73.873112 40.686601)
40.686028,-73.87293,,,3,,,POINT (-73.87293 40.686028)
40.68541,-73.872739,traffic_signals,,4,,,POINT (-73.872739 40.68541)
40.684841,-73.872554,,,3,,,POINT (-73.872554 40.684841)
40.684271,-73.872376,,,3,,,POINT (-73.872376 40.684271)
40.6816259,-73.8715445,traffic_signals,,4,,,POINT (-73.8715445 40.6816259)
40.6808945,-73.871358,,,4,,,POINT (-73.871358 40.6808945)
40.6795407,-73.8710316,,,4,,,POINT (-73.8710316 40.6795407)
40.6788662,-73.8708656,,,4,,,POINT (-73.8708656 40.6788662)
40.678181,-73.870696,traffic_signals,,4,,,POINT (-73.870696 40.678181)
40.6183786,-73.9567631,,,3,,,POINT (-73.9567631 40.6183786)
40.6168346,-73.9547105,,,3,,,POINT (-73.9547105 40.6168346)
40.6187206,-73.9572586,,,4,,,POINT (-73.9572586 40.6187206)
40.6159083,-73.9534821,,,3,,,POINT (-73.9534821 40.6159083)
40.6151039,-73.952387,,,4,,,POINT (-73.952387 40.6151039)
40.6142948,-73.951286,,,3,,,POINT (-73.951286 40.6142948)
40.7206497,-73.9436843,,,3,,,POINT (-73.9436843 40.7206497)
40.725616,-73.944498,,,4,,,POINT (-73.944498 40.725616)
40.7274931,-73.944808,stop,,4,,,POINT (-73.944808 40.7274931)
40.729349,-73.945116,,,4,,,POINT (-73.945116 40.729349)
40.730601,-73.945319,,,3,,,POINT (-73.945319 40.730601)
40.5808727,-73.9370932,,,3,,,POINT (-73.9370932 40.5808727)
40.7038599,-73.9895376,,,3,,,POINT (-73.9895376 40.7038599)
40.7038197,-73.9884985,,,3,,,POINT (-73.9884985 40.7038197)
40.7037568,-73.9866077,,,4,,,POINT (-73.9866077 40.7037568)
40.7035762,-73.9810717,,,4,,,POINT (-73.9810717 40.7035762)
40.660504,-73.962814,traffic_signals,,3,,,POINT (-73.962814 40.660504)
40.621778,-73.908393,stop,,3,,,POINT (-73.908393 40.621778)
40.620296,-73.906731,,,4,,,POINT (-73.906731 40.620296)
40.618664,-73.904915,,,4,,,POINT (-73.904915 40.618664)
40.617032,-73.903099,,,4,,,POINT (-73.903099 40.617032)
40.615399,-73.901279,,,4,,,POINT (-73.901279 40.615399)
40.614211,-73.89996,,,3,,,POINT (-73.89996 40.614211)
40.628005,-73.9181621,traffic_signals,,3,,,POINT (-73.9181621 40.628005)
40.627369,-73.916724,stop,,4,,,POINT (-73.916724 40.627369)
40.6263434,-73.9144289,,,4,,,POINT (-73.9144289 40.6263434)
40.625088,-73.912071,stop,,4,,,POINT (-73.912071 40.625088)
40.624511,-73.911442,,,4,,,POINT (-73.911442 40.624511)
40.62397,-73.910819,,,3,,,POINT (-73.910819 40.62397)
40.6234358,-73.9102144,,,3,,,POINT (-73.9102144 40.6234358)
40.584305,-73.959112,,,3,,,POINT (-73.959112 40.584305)
40.5844567,-73.9576375,,,3,,,POINT (-73.9576375 40.5844567)
40.6981311,-73.9775345,,,3,,,POINT (-73.9775345 40.6981311)
40.626409,-73.980867,,,1,,,POINT (-73.980867 40.626409)
40.625774,-73.979818,stop,,4,,,POINT (-73.979818 40.625774)
40.624442,-73.977616,traffic_signals,,4,,,POINT (-73.977616 40.624442)
40.624053,-73.976944,,,3,,,POINT (-73.976944 40.624053)
40.6458727,-74.0130993,traffic_signals,,4,,,POINT (-74.0130993 40.6458727)
40.6432187,-74.0087018,traffic_signals,,4,,,POINT (-74.0087018 40.6432187)
40.641884,-74.006497,traffic_signals,,4,,,POINT (-74.006497 40.641884)
40.640557,-74.004295,traffic_signals,,4,,,POINT (-74.004295 40.640557)
40.639225,-74.002091,traffic_signals,,4,,,POINT (-74.002091 40.639225)
40.637896,-73.999889,,,4,,,POINT (-73.999889 40.637896)
40.636566,-73.997686,traffic_signals,,4,,,POINT (-73.997686 40.636566)
40.6339115,-73.9932793,traffic_signals,,4,,,POINT (-73.9932793 40.6339115)
40.632574,-73.991081,traffic_signals,,4,,,POINT (-73.991081 40.632574)
40.631247,-73.988879,traffic_signals,,4,,,POINT (-73.988879 40.631247)
40.629916,-73.986675,traffic_signals,,4,,,POINT (-73.986675 40.629916)
40.628448,-73.984204,traffic_signals,,4,,,POINT (-73.984204 40.628448)
40.627705,-73.983016,,,4,,,POINT (-73.983016 40.627705)
40.627171,-73.982132,traffic_signals,,4,,,POINT (-73.982132 40.627171)
40.626629,-73.981244,,,1,,,POINT (-73.981244 40.626629)
40.6505899,-74.0209594,,,1,,,POINT (-74.0209594 40.6505899)
40.6498629,-74.0197149,,,4,,,POINT (-74.0197149 40.6498629)
40.6485404,-74.017513,,,4,,,POINT (-74.017513 40.6485404)
40.6365002,-73.9258203,traffic_signals,,4,,,POINT (-73.9258203 40.6365002)
40.635367,-73.925706,traffic_signals,,4,,,POINT (-73.925706 40.635367)
40.633028,-73.925456,traffic_signals,,4,,,POINT (-73.925456 40.633028)
40.6306946,-73.9252056,traffic_signals,,4,,,POINT (-73.9252056 40.6306946)
40.628349,-73.924956,traffic_signals,,4,,,POINT (-73.924956 40.628349)
40.627984,-73.924918,traffic_signals,,4,,,POINT (-73.924918 40.627984)
40.62601,-73.92471,traffic_signals,,4,,,POINT (-73.92471 40.62601)
40.623743,-73.924469,stop,,4,,,POINT (-73.924469 40.623743)
40.62154,-73.92423,stop,,4,,,POINT (-73.92423 40.62154)
40.6191379,-73.9239758,traffic_signals,,4,,,POINT (-73.9239758 40.6191379)
40.6168009,-73.9237258,,,4,,,POINT (-73.9237258 40.6168009)
40.6146665,-73.9234979,traffic_signals,,4,,,POINT (-73.9234979 40.6146665)
40.6132413,-73.9233467,,,4,,,POINT (-73.9233467 40.6132413)
40.612194,-73.923231,traffic_signals,,4,,,POINT (-73.923231 40.612194)
40.611394,-73.923112,,,4,,,POINT (-73.923112 40.611394)
40.6103941,-73.9229475,,,3,,,POINT (-73.9229475 40.6103941)
40.658476,-73.9281659,traffic_signals,,4,,,POINT (-73.9281659 40.658476)
40.6568122,-73.9280004,traffic_signals,,4,,,POINT (-73.9280004 40.6568122)
40.653985,-73.927694,traffic_signals,,4,,,POINT (-73.927694 40.653985)
40.6523287,-73.927516,traffic_signals,,4,,,POINT (-73.927516 40.6523287)
40.650298,-73.9272966,traffic_signals,,4,,,POINT (-73.9272966 40.650298)
40.6483702,-73.927092,traffic_signals,,4,,,POINT (-73.927092 40.6483702)
40.6465096,-73.9268925,traffic_signals,,4,,,POINT (-73.9268925 40.6465096)
40.644614,-73.926689,traffic_signals,,4,,,POINT (-73.926689 40.644614)
40.6423208,-73.9264513,traffic_signals,,4,,,POINT (-73.9264513 40.6423208)
40.6399815,-73.9262191,,,4,,,POINT (-73.9262191 40.6399815)
40.6792814,-73.9430941,,,3,,,POINT (-73.9430941 40.6792814)
40.6781989,-73.9431968,,,3,,,POINT (-73.9431968 40.6781989)
40.6967021,-73.9347795,,,3,,,POINT (-73.9347795 40.6967021)
40.6962869,-73.934712,,,4,,,POINT (-73.934712 40.6962869)
40.695553,-73.9345667,traffic_signals,,4,,,POINT (-73.9345667 40.695553)
40.6948206,-73.9344204,traffic_signals,,4,,,POINT (-73.9344204 40.6948206)
40.6940894,-73.9342743,,,4,,,POINT (-73.9342743 40.6940894)
40.6933557,-73.9341278,traffic_signals,,4,,,POINT (-73.9341278 40.6933557)
40.6926237,-73.9339815,,,4,,,POINT (-73.9339815 40.6926237)
40.6918927,-73.9338355,traffic_signals,,4,,,POINT (-73.9338355 40.6918927)
40.6911588,-73.9336888,,,3,,,POINT (-73.9336888 40.6911588)
40.6904268,-73.9335426,traffic_signals,,4,,,POINT (-73.9335426 40.6904268)
40.6897004,-73.9333967,,,4,,,POINT (-73.9333967 40.6897004)
40.6889614,-73.9332499,stop,,4,,,POINT (-73.9332499 40.6889614)
40.6882318,-73.9331041,traffic_signals,,4,,,POINT (-73.9331041 40.6882318)
40.6874947,-73.9329569,,,4,,,POINT (-73.9329569 40.6874947)
40.6867633,-73.9328107,traffic_signals,,4,,,POINT (-73.9328107 40.6867633)
40.68603,-73.9326643,traffic_signals,,4,,,POINT (-73.9326643 40.68603)
40.6852977,-73.932524,traffic_signals,,4,,,POINT (-73.932524 40.6852977)
40.684564,-73.9323781,stop,,4,,,POINT (-73.9323781 40.684564)
40.6838395,-73.9322348,traffic_signals,,4,,,POINT (-73.9322348 40.6838395)
40.6830984,-73.9320866,,,4,,,POINT (-73.9320866 40.6830984)
40.6823658,-73.9319409,,,4,,,POINT (-73.9319409 40.6823658)
40.6816334,-73.9317952,traffic_signals,,4,,,POINT (-73.9317952 40.6816334)
40.6809017,-73.9316496,traffic_signals,,4,,,POINT (-73.9316496 40.6809017)
40.6801686,-73.9315038,,,4,,,POINT (-73.9315038 40.6801686)
40.7237925,-73.9375066,traffic_signals,,4,,,POINT (-73.9375066 40.7237925)
40.64241,-73.981961,,,1,,,POINT (-73.981961 40.64241)
40.642556,-73.981567,,,3,,,POINT (-73.981567 40.642556)
40.6395548,-73.9204182,,,4,,,POINT (-73.9204182 40.6395548)
40.636988,-73.920119,,,3,,,POINT (-73.920119 40.636988)
40.633865,-73.919809,,,3,,,POINT (-73.919809 40.633865)
40.632955,-73.919704,,,4,,,POINT (-73.919704 40.632955)
40.631471,-73.919543,,,4,,,POINT (-73.919543 40.631471)
40.628702,-73.919248,,,4,,,POINT (-73.919248 40.628702)
40.626365,-73.919,,,4,,,POINT (-73.919 40.626365)
40.6240916,-73.9187597,,,4,,,POINT (-73.9187597 40.6240916)
40.621893,-73.918522,,,4,,,POINT (-73.918522 40.621893)
40.6194927,-73.9182669,,,4,,,POINT (-73.9182669 40.6194927)
40.617152,-73.9180175,,,4,,,POINT (-73.9180175 40.617152)
40.6156752,-73.9178596,traffic_signals,,4,,,POINT (-73.9178596 40.6156752)
40.613998,-73.916095,traffic_signals,,3,,,POINT (-73.916095 40.613998)
40.6543338,-73.9221363,,,4,,,POINT (-73.9221363 40.6543338)
40.6524975,-73.9217861,,,4,,,POINT (-73.9217861 40.6524975)
40.6506525,-73.9215936,traffic_signals,,4,,,POINT (-73.9215936 40.6506525)
40.6487245,-73.9213826,,,4,,,POINT (-73.9213826 40.6487245)
40.6468542,-73.9211818,traffic_signals,,4,,,POINT (-73.9211818 40.6468542)
40.6449707,-73.9209836,,,3,,,POINT (-73.9209836 40.6449707)
40.6470666,-73.9939308,traffic_signals,,3,,,POINT (-73.9939308 40.6470666)
40.645946,-73.995096,traffic_signals,,4,,,POINT (-73.995096 40.645946)
40.6453952,-73.995675,traffic_signals,,4,,,POINT (-73.995675 40.6453952)
40.644827,-73.996266,traffic_signals,,4,,,POINT (-73.996266 40.644827)
40.644266,-73.996844,traffic_signals,,4,,,POINT (-73.996844 40.644266)
40.643706,-73.997426,traffic_signals,,4,,,POINT (-73.997426 40.643706)
40.643147,-73.998011,traffic_signals,,4,,,POINT (-73.998011 40.643147)
40.642585,-73.998594,traffic_signals,,4,,,POINT (-73.998594 40.642585)
40.642026,-73.999176,traffic_signals,,4,,,POINT (-73.999176 40.642026)
40.6414772,-73.9997652,traffic_signals,,4,,,POINT (-73.9997652 40.6414772)
40.6409165,-74.0003451,traffic_signals,,4,,,POINT (-74.0003451 40.6409165)
40.639785,-74.001508,traffic_signals,,4,,,POINT (-74.001508 40.639785)
40.638667,-74.002672,traffic_signals,,4,,,POINT (-74.002672 40.638667)
40.6381171,-74.0032606,traffic_signals,,4,,,POINT (-74.0032606 40.6381171)
40.637546,-74.003838,traffic_signals,,4,,,POINT (-74.003838 40.637546)
40.636985,-74.00442,traffic_signals,,4,,,POINT (-74.00442 40.636985)
40.636425,-74.005003,traffic_signals,,4,,,POINT (-74.005003 40.636425)
40.635866,-74.005586,traffic_signals,,4,,,POINT (-74.005586 40.635866)
40.635303,-74.006169,traffic_signals,,4,,,POINT (-74.006169 40.635303)
40.633584,-74.00796,,,3,,,POINT (-74.00796 40.633584)
40.633028,-74.008537,,,3,,,POINT (-74.008537 40.633028)
40.632464,-74.00912,,,4,,,POINT (-74.00912 40.632464)
40.631904,-74.009704,traffic_signals,,4,,,POINT (-74.009704 40.631904)
40.631301,-74.01033,traffic_signals,,4,,,POINT (-74.01033 40.631301)
40.629583,-74.012122,,,4,,,POINT (-74.012122 40.629583)
40.629024,-74.012702,,,3,,,POINT (-74.012702 40.629024)
40.67356,-73.936263,traffic_signals,,3,,,POINT (-73.936263 40.67356)
40.673408,-73.933468,stop,,4,,,POINT (-73.933468 40.673408)
40.673257,-73.930697,traffic_signals,,4,,,POINT (-73.930697 40.673257)
40.673106,-73.927929,traffic_signals,,4,,,POINT (-73.927929 40.673106)
40.672954,-73.925161,traffic_signals,,4,,,POINT (-73.925161 40.672954)
40.672792,-73.922215,traffic_signals,,4,,,POINT (-73.922215 40.672792)
40.67265,-73.919625,traffic_signals,,4,,,POINT (-73.919625 40.67265)
40.672499,-73.916857,traffic_signals,,4,,,POINT (-73.916857 40.672499)
40.6723482,-73.9140899,stop,,4,,,POINT (-73.9140899 40.6723482)
40.672291,-73.9129978,traffic_signals,,4,,,POINT (-73.9129978 40.672291)
40.672196,-73.911323,traffic_signals,,4,,,POINT (-73.911323 40.672196)
40.672183,-73.911099,,,3,,,POINT (-73.911099 40.672183)
40.673708,-73.938981,,,3,,,POINT (-73.938981 40.673708)
40.679333,-73.975321,traffic_signals,,4,,,POINT (-73.975321 40.679333)
40.6786798,-73.973547,traffic_signals,,4,,,POINT (-73.973547 40.6786798)
40.67706,-73.965974,traffic_signals,,4,,,POINT (-73.965974 40.67706)
40.676547,-73.963529,traffic_signals,,4,,,POINT (-73.963529 40.676547)
40.676406,-73.962865,,,4,,,POINT (-73.962865 40.676406)
40.675756,-73.959758,traffic_signals,,4,,,POINT (-73.959758 40.675756)
40.67505,-73.956386,traffic_signals,,4,,,POINT (-73.956386 40.67505)
40.6745018,-73.9536905,traffic_signals,,4,,,POINT (-73.9536905 40.6745018)
40.674462,-73.952849,traffic_signals,,4,,,POINT (-73.952849 40.674462)
40.674312,-73.950082,traffic_signals,,4,,,POINT (-73.950082 40.674312)
40.674162,-73.947313,traffic_signals,,4,,,POINT (-73.947313 40.674162)
40.674005,-73.944544,traffic_signals,,3,,,POINT (-73.944544 40.674005)
40.7015669,-73.9383253,traffic_signals,,3,,,POINT (-73.9383253 40.7015669)
40.6365759,-73.9432223,,,4,,,POINT (-73.9432223 40.6365759)
40.6343055,-73.94298,,,4,,,POINT (-73.94298 40.6343055)
40.6319651,-73.9427378,,,3,,,POINT (-73.9427378 40.6319651)
40.652915,-73.94497,traffic_signals,,4,,,POINT (-73.94497 40.652915)
40.6510737,-73.9447727,traffic_signals,,4,,,POINT (-73.9447727 40.6510737)
40.6492199,-73.9445767,traffic_signals,,4,,,POINT (-73.9445767 40.6492199)
40.6470845,-73.9443478,,,4,,,POINT (-73.9443478 40.6470845)
40.6454298,-73.9441701,,,4,,,POINT (-73.9441701 40.6454298)
40.644594,-73.944079,,,4,,,POINT (-73.944079 40.644594)
40.643542,-73.943969,traffic_signals,,4,,,POINT (-73.943969 40.643542)
40.6412532,-73.9437254,,,4,,,POINT (-73.9437254 40.6412532)
40.640285,-73.943617,,,4,,,POINT (-73.943617 40.640285)
40.630843,-73.942611,,,1,,,POINT (-73.942611 40.630843)
40.6296263,-73.9424826,,,4,,,POINT (-73.9424826 40.6296263)
40.6277265,-73.9422699,,,3,,,POINT (-73.9422699 40.6277265)
40.627302,-73.94217,,,4,,,POINT (-73.94217 40.627302)
40.6249149,-73.9416826,traffic_signals,,4,,,POINT (-73.9416826 40.6249149)
40.6225231,-73.9412363,traffic_signals,,4,,,POINT (-73.9412363 40.6225231)
40.6205371,-73.9408292,,,3,,,POINT (-73.9408292 40.6205371)
40.6201526,-73.9408086,traffic_signals,,6,,,POINT (-73.9408086 40.6201526)
40.6180136,-73.9403235,,,3,,,POINT (-73.9403235 40.6180136)
40.6176538,-73.941282,,,3,,,POINT (-73.941282 40.6176538)
40.617432,-73.941184,,,3,,,POINT (-73.941184 40.617432)
40.6158042,-73.9393671,,,4,,,POINT (-73.9393671 40.6158042)
40.61253,-73.935724,,,4,,,POINT (-73.935724 40.61253)
40.6109,-73.933902,,,4,,,POINT (-73.933902 40.6109)
40.609267,-73.932084,,,4,,,POINT (-73.932084 40.609267)
40.607632,-73.930269,,,4,,,POINT (-73.930269 40.607632)
40.6060015,-73.9284415,,,3,,,POINT (-73.9284415 40.6060015)
40.5829918,-73.9569481,traffic_signals,,4,,,POINT (-73.9569481 40.5829918)
40.5917087,-73.9596773,,,3,,,POINT (-73.9596773 40.5917087)
40.5895635,-73.9595141,traffic_signals,,4,,,POINT (-73.9595141 40.5895635)
40.5874208,-73.9593477,traffic_signals,,4,,,POINT (-73.9593477 40.5874208)
40.586619,-73.959287,,,3,,,POINT (-73.959287 40.586619)
40.585934,-73.959235,,,3,,,POINT (-73.959235 40.585934)
40.5851261,-73.9591596,,,4,,,POINT (-73.9591596 40.5851261)
40.5846056,-73.9591312,,,3,,,POINT (-73.9591312 40.5846056)
40.5835973,-73.9590582,stop,,4,,,POINT (-73.9590582 40.5835973)
40.5821746,-73.958929,traffic_signals,,3,,,POINT (-73.958929 40.5821746)
40.7178711,-73.9622061,traffic_signals,,4,,,POINT (-73.9622061 40.7178711)
40.7169851,-73.9607779,stop,,4,,,POINT (-73.9607779 40.7169851)
